	Geneid	Gene symbol	Gene name	Fold Change	q-value (%)	Negative Fold Change
NM_206962	3275.0	PRMT2	protein arginine methyltransferase 2	3.37392306	0.637618	
NM_183079	5621.0	PRNP	prion protein (p27-30) (Creutzfeld-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)	0.42697305	3.3991674	-2.342068194
NM_000311	5621.0	PRNP	prion protein (p27-30) (Creutzfeld-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)	0.42697305	3.3991674	-2.342068194
NM_002764	5631.0	PRPS1	phosphoribosyl pyrophosphate synthetase 1	2.97981315	1.9982331000000002	
NM_001005355	54458.0	PRR13	proline rich 13	2.17616408	3.9508566	
NM_018457	54458.0	PRR13	proline rich 13	2.17616408	3.9508566	
NM_001005354	54458.0	PRR13	proline rich 13	2.17616408	3.9508566	
NM_003619	8492.0	PRSS12	protease, serine, 12 (neurotrypsin, motopsin)	1.69587474	3.753678	
NM_002804	5702.0	PSMC3	proteasome (prosome, macropain) 26S subunit, ATPase, 3	2.38915198	3.753678	
NM_006503	5704.0	PSMC4	proteasome (prosome, macropain) 26S subunit, ATPase, 4	2.19093394	3.797649	
NM_153001	5704.0	PSMC4	proteasome (prosome, macropain) 26S subunit, ATPase, 4	2.19093394	3.797649	
NM_002805	5705.0	PSMC5	proteasome (prosome, macropain) 26S subunit, ATPase, 5	2.57107958	1.0218237	
NM_002808	5708.0	PSMD2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 2	2.52722322	1.4567723	
NM_176863	10197.0	PSME3	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)	2.43230228	2.4738185	
NM_005789	10197.0	PSME3	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)	2.43230228	2.4738185	
NM_144982	196441.0	PSRC2	proline/serine-rich coiled-coil 2	0.35537355	2.3697766	-2.81394043
NM_016145	51398.0	PTD008	PTD008 protein	2.04528381	3.797649	
NM_030664	9317.0	PTER	phosphotriesterase related	0.36208263	2.6012277000000004	-2.761800532
NM_001001484	9317.0	PTER	phosphotriesterase related	0.36208263	2.6012277000000004	-2.761800532
NM_198939	80142.0	PTGES2	prostaglandin E synthase 2	1.86387245	4.6110465	
NM_198940	80142.0	PTGES2	prostaglandin E synthase 2	1.86387245	4.6110465	
NM_198938	80142.0	PTGES2	prostaglandin E synthase 2	1.86387245	4.6110465	
NM_025072	80142.0	PTGES2	prostaglandin E synthase 2	1.86387245	4.6110465	
NM_000963	5743.0	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	0.45914924	3.2351467	-2.1779410980000002
NM_002851	5803.0	PTPRZ1	protein tyrosine phosphatase, receptor-type, Z polypeptide 1	0.24921979	2.3697766	-4.012522441000001
NM_153339	126789.0	PUSL1	pseudouridylate synthase-like 1	2.72198811	1.219488	
NM_030981	81876.0	RAB1B	RAB1B, member RAS oncogene family	2.12171246	4.3199052	
NM_006834	10981.0	RAB32	RAB32, member RAS oncogene family	2.47715753	1.3001076	
NM_031934	83871.0	RAB34	RAB34, member RAS oncogene family	2.14174649	2.9727196	
NM_201434	5878.0	RAB5C	RAB5C, member RAS oncogene family	2.55069586	1.219488	
NM_004583	5878.0	RAB5C	RAB5C, member RAS oncogene family	2.55069586	1.219488	
NM_006423	10567.0	RABAC1	Rab acceptor 1 (prenylated)	3.11164154	0.637618	
NM_005053	5886.0	RAD23A	RAD23 homolog A (S. cerevisiae)	2.30090655	1.3001076	
NM_014226	5891.0	RAGE	renal tumor antigen	4.66219662	0.637618	
NM_016732	22913.0	RALY	RNA binding protein, autoantigenic (hnRNP-associated with lethal yellow homolog (mouse))	2.52657168	1.219488	
NM_007367	22913.0	RALY	RNA binding protein, autoantigenic (hnRNP-associated with lethal yellow homolog (mouse))	2.52657168	1.219488	
NM_002882	5902.0	RANBP1	RAN binding protein 1	2.07740413	2.5903232000000003	
NM_006267	5903.0	RANBP2	RAN binding protein 2	0.31756321	1.7079054	-3.14897938
NM_016492	29098.0	RANGNRF	RAN guanine nucleotide release factor	2.78430319	2.5903232000000003	
NM_213589	65059.0	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	0.19523923	1.7079054	-5.12192145
NM_133452	125950.0	RAVER1	ribonucleoprotein, PTB-binding 1	2.50676452	1.9393426	
NM_153020	221662.0	RBM24	RNA binding motif protein 24	0.42893514	3.797649	-2.331354806
NM_021239	58517.0	RBM25	RNA binding motif protein 25	0.49220765	3.2351467	-2.031662856
NM_005105	9939.0	RBM8A	RNA binding motif protein 8A	1.75706012	2.5903232000000003	
NM_019610	494115.0	RBMXL1	RNA binding motif protein, X-linked-like 1	0.32262502	3.6724242999999994	-3.0995736160000003
NM_014248	9978.0	RBX1	ring-box 1	2.60636639	0.637618	
NM_002904	7936.0	RDBP	RD RNA binding protein	1.86841004	4.3199052	
NM_138969	195814.0	RDHE2	retinal short chain dehydrogenase reductase isoform 1	0.39626157	4.9341886	-2.52358562
NM_032941	5965.0	RECQL	RecQ protein-like (DNA helicase Q1-like)	0.48034411	4.6110465	-2.08184087
NM_007033	11079.0	RER1	RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)	1.83727742	3.753678	
NM_002912	5980.0	REV3L	REV3-like, catalytic subunit of DNA polymerase zeta (yeast)	0.22528704	1.7079054	-4.438781743
NM_020385	57109.0	REXO4	REX4, RNA exonuclease 4 homolog (S. cerevisiae)	1.89382209	4.6110465	
NM_134440	8625.0	RFXANK	regulatory factor X-associated ankyrin-containing protein	2.62750475	0.637618	
NM_003721	8625.0	RFXANK	regulatory factor X-associated ankyrin-containing protein	2.62750475	0.637618	
NM_005873	10287.0	RGS19	regulator of G-protein signalling 19	2.72854441	2.4738185	
NM_144489	5998.0	RGS3	regulator of G-protein signalling 3	2.20786679	1.9393426	
NM_021106	5998.0	RGS3	regulator of G-protein signalling 3	2.20786679	1.9393426	
NM_134427	5998.0	RGS3	regulator of G-protein signalling 3	2.20786679	1.9393426	
NM_130795	5998.0	RGS3	regulator of G-protein signalling 3	2.20786679	1.9393426	
NM_144488	5998.0	RGS3	regulator of G-protein signalling 3	2.20786679	1.9393426	
NM_024599	79651.0	RHBDF2	rhomboid 5 homolog 2 (Drosophila)	1.83450401	3.753678	
NM_001005498	79651.0	RHBDF2	rhomboid 5 homolog 2 (Drosophila)	2.43176914	0.637618	
NM_017821	54933.0	RHBDL2	rhomboid, veinlet-like 2 (Drosophila)	4.21358805	0.0	
NM_001664	387.0	RHOA	ras homolog gene family, member A	2.16364842	2.0161834	
NM_175744	389.0	RHOC	ras homolog gene family, member C	2.90298562	2.3206861	
NM_014578	29984.0	RHOD	ras homolog gene family, member D	2.79245057	1.5613079	
NM_019034	54509.0	RHOF	ras homolog gene family, member F (in filopodia)	1.72339206	3.2351467	
NM_001665	391.0	RHOG	ras homolog gene family, member G (rho G)	2.12396927	2.4738185	
NM_014677	9699.0	RIMS2	regulating synaptic membrane exocytosis 2	0.25686885	3.3991674	-3.893037244
NM_002931	6015.0	RING1	ring finger protein 1	2.05483905	2.4738185	
NM_006912	6016.0	RIT1	Ras-like without CAAX 1	2.35027802	2.3206861	
NM_012421	6018.0	RLF	rearranged L-myc fusion	0.26446141	1.7079054	-3.781270016
NM_032572	84659.0	RNASE7	ribonuclease, RNase A family, 7	3.80420377	0.0	
NM_006397	10535.0	RNASEH2A	ribonuclease H2, large subunit	2.9903104	2.3206861	
NM_014868	9921.0	RNF10	ring finger protein 10	2.33070496	2.4738185	
NM_173647	284996.0	RNF149	ring finger protein 149	0.41634662	3.2351467	-2.401844886
NM_014901	22838.0	RNF44	ring finger protein 44	2.03253633	3.797649	
NM_006913	6048.0	RNF5	ring finger protein 5	3.6032607000000003	1.4706181	
NM_183237	9616.0	RNF7	ring finger protein 7	2.03829635	2.4738185	
NM_014245	9616.0	RNF7	ring finger protein 7	2.08658671	2.3206861	
NM_002941	6091.0	ROBO1	roundabout, axon guidance receptor, homolog 1 (Drosophila)	0.25223298	1.7079054	-3.964588612
NM_133631	6091.0	ROBO1	roundabout, axon guidance receptor, homolog 1 (Drosophila)	0.25223298	1.7079054	-3.964588612
NM_058163	90121.0	RP1-112K5.2	hypothetical protein DT1P1A10	1.99889378	4.3199052	
NM_033111	88523.0	RP11-298P3.3	CG016	0.37620507	1.7079054	-2.65812473
NM_021933	60672.0	RP5-1077B9.4	invasion inhibitory protein 45	2.27925066	1.219488	
NM_016093	51121.0	RPL26L1	ribosomal protein L26-like 1	1.83577876	3.9508566	
NM_015414	25873.0	RPL36	ribosomal protein L36	1.94921238	3.797649	
NM_033643	25873.0	RPL36	ribosomal protein L36	1.94921238	3.797649	
NM_018067	55700.0	RPRC1	arginine/proline rich coiled-coil 1	1.97487545	3.3991674	
NM_194326	91582.0	RPS19BP1	ribosomal protein S19 binding protein 1	2.13070137	2.1038158	
NM_001006932	6196.0	RPS6KA2	ribosomal protein S6 kinase, 90kDa, polypeptide 2	2.07560647	4.6110465	
NM_021135	6196.0	RPS6KA2	ribosomal protein S6 kinase, 90kDa, polypeptide 2	2.07560647	4.6110465	
NM_173659	285367.0	RPUSD3	RNA pseudouridylate synthase domain containing 3	1.83408347	4.9341886	
NM_004165	6236.0	RRAD	Ras-related associated with diabetes	4.21123333	0.637618	
NM_006270	6237.0	RRAS	related RAS viral (r-ras) oncogene homolog	2.37980785	3.753678	
NM_004587	6238.0	RRBP1	ribosome binding protein 1 homolog 180kDa (dog)	2.65898375	0.637618	
NM_018264	55253.0	RSAFD1	radical S-adenosyl methionine and flavodoxin domains 1	0.34212223	3.797649	-2.9229319589999996
NM_015705	27352.0	RUTBC3	RUN and TBC1 domain containing 3	2.21453178	4.6110465	
NM_005979	6284.0	S100A13	S100 calcium binding protein A13	2.36542996	2.0161834	
NM_001024210	6284.0	S100A13	S100 calcium binding protein A13	2.43682444	1.5613079	
NM_001024211	6284.0	S100A13	S100 calcium binding protein A13	2.36542996	2.0161834	
NM_001024212	6284.0	S100A13	S100 calcium binding protein A13	2.43682444	1.5613079	
NM_001024213	6284.0	S100A13	S100 calcium binding protein A13	2.43682444	1.5613079	
NM_020672	57402.0	S100A14	S100 calcium binding protein A14	2.03248477	4.9341886	
NM_080388	140576.0	S100A16	S100 calcium binding protein A16	2.19090871	1.219488	
NM_199161	6288.0	SAA1	serum amyloid A1	0.35217272	2.9727196	-2.839515792
NM_000331	6288.0	SAA1	serum amyloid A1	0.35217272	2.9727196	-2.839515792
NM_030754	6289.0	SAA2	serum amyloid A2	0.36345041	2.5903232000000003	-2.751406994
NM_013299	29901.0	SAC3D1	SAC3 domain containing 1	1.78186907	4.3199052	
NM_014363	26278.0	SACS	spastic ataxia of Charlevoix-Saguenay (sacsin)	0.21108405	1.7079054	-4.737449371
NM_005500	10055.0	SAE1	SUMO-1 activating enzyme subunit 1	2.16701937	3.797649	
NM_138352	90378.0	SAMD1	sterile alpha motif domain containing 1	17.1178598	0.0	
NM_194292	163786.0	SASS6	spindle assembly 6 homolog (C. elegans)	0.30933455	1.7079054	-3.2327459060000003
NM_003020	6447.0	SCG5	secretogranin V (7B2 protein)	3.69727838	1.219488	
NM_016510	51540.0	SCLY	selenocysteine lyase	2.7930682	1.9393426	
NM_024041	79005.0	SCNM1	sodium channel modifier 1	2.00348605	1.9393426	
NM_001002234	79005.0	SCNM1	sodium channel modifier 1	1.85257945	2.9727196	
NM_138355	90507.0	SCRN2	secernin 2	2.52637783	0.637618	
NM_004713	9147.0	SDCCAG1	serologically defined colon cancer antigen 1	0.43485599	3.2351467	-2.2996118780000003
NM_006923	6388.0	SDF2	stromal cell-derived factor 2	1.9050979	3.797649	
NM_183352	6396.0	SEC13L1	SEC13-like 1 (S. cerevisiae)	2.79024822	0.637618	
NM_030673	6396.0	SEC13L1	SEC13-like 1 (S. cerevisiae)	2.79024822	0.637618	
NM_012429	23541.0	SEC14L2	SEC14-like 2 (S. cerevisiae)	2.08595674	1.4567723	
NM_006808	10952.0	SEC61B	Sec61 beta subunit	2.1493712000000005	2.9727196	
NM_014302	23480.0	SEC61G	Sec61 gamma subunit	2.54967742	0.637618	
NM_001012456	23480.0	SEC61G	Sec61 gamma subunit	2.42557847	0.637618	
NM_017893	57715.0	SEMA4G	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G	0.48760698	2.1038158	-2.050832004
NM_015670	26168.0	SENP3	SUMO1/sentrin/SMT3 specific peptidase 3	2.13627905	3.3991674	
NM_016332	51734.0	SEPX1	selenoprotein X, 1	2.21147666	3.9508566	
NM_001085	12.0	SERPINA3	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3	8.72287638	0.0	
NM_013376	29950.0	SERTAD1	SERTA domain containing 1	2.23574905	2.9727196	
NM_031459	83667.0	SESN2	sestrin 2	2.0099537	2.4738185	
NM_012433	23451.0	SF3B1	splicing factor 3b, subunit 1, 155kDa	0.44432898	2.6012277000000004	-2.250584691
NM_031287	83443.0	SF3B5	splicing factor 3b, subunit 5, 10kDa	2.16207697	2.3206861	
NM_178858	118980.0	SFXN2	sideroflexin 2	2.51707215	2.9727196	
NM_030791	81537.0	SGPP1	sphingosine-1-phosphate phosphatase 1	0.43441297	3.2351467	-2.301957053
NM_031286	83442.0	SH3BGRL3	SH3 domain binding glutamic acid-rich protein like 3	3.23317126	0.637618	
NM_030974	81858.0	SHARPIN	SHANK-associated RH domain interactor	1.93299734	2.5903232000000003	
NM_173082	257218.0	SHPRH	SNF2 histone linker PHD RING helicase	0.27462938	3.6724242999999994	-3.64127101
NM_020859	57619.0	SHRM	shroom	2.29663435	3.3991674	
NM_005067	6478.0	SIAH2	seven in absentia homolog 2 (Drosophila)	2.21043424	2.1038158	
NM_015477	25942.0	SIN3A	SIN3 homolog A, transcription regulator (yeast)	0.32313309999999995	2.9727196	-3.094699986
NM_016538	51547.0	SIRT7	sirtuin (silent mating type information regulation 2 homolog) 7 (S. cerevisiae)	1.75850577	3.753678	
NM_032637	6502.0	SKP2	S-phase kinase-associated protein 2 (p45)	2.47416887	1.9393426	
NM_006517	6567.0	SLC16A2	solute carrier family 16 (monocarboxylic acid transporters), member 2	2.16551546	2.6012277000000004	
NM_004696	9122.0	SLC16A4	solute carrier family 16 (monocarboxylic acid transporters), member 4	10.00444174	0.0	
NM_003059	6583.0	SLC22A4	solute carrier family 22 (organic cation transporter), member 4	0.29540448	1.7079054	-3.385189013
NM_005984	6576.0	SLC25A1	solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1	2.93169043	1.3001076	
NM_003562	8402.0	SLC25A11	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11	2.74214863	0.8369687	
NM_021734	60386.0	SLC25A19	solute carrier family 25 (mitochondrial deoxynucleotide carrier), member 19	2.48863878	4.6110465	
NM_173626	284129.0	SLC26A11	solute carrier family 26, member 11	0.34438948	1.7079054	-2.90368916
NM_000112	1836.0	SLC26A2	solute carrier family 26 (sulfate transporter), member 2	0.21046607	1.7079054	-4.751359685
NM_020062	56731.0	SLC2A4RG	SLC2A4 regulator	2.51961145	0.637618	
NM_173508	148641.0	SLC35F3	solute carrier family 35, member F3	2.16704716	1.4706181	
NM_030674	81539.0	SLC38A1	solute carrier family 38, member 1	0.39281138	3.3991674	-2.5457510930000002
NM_018976	54407.0	SLC38A2	solute carrier family 38, member 2	0.44617460000000003	4.6110465	-2.2412750519999998
NM_020342	57181.0	SLC39A10	solute carrier family 39 (zinc transporter), member 10	0.43993346	4.9341886	-2.273071023
NM_017767	55630.0	SLC39A4	solute carrier family 39 (zinc transporter), member 4	3.57697759	0.637618	
NM_130849	55630.0	SLC39A4	solute carrier family 39 (zinc transporter), member 4	3.57697759	0.637618	
NM_001008486	54946.0	SLC41A3	solute carrier family 41, member 3	2.28310909	4.3199052	
NM_001008485	54946.0	SLC41A3	solute carrier family 41, member 3	2.28310909	4.3199052	
NM_018042	55106.0	SLFN12	schlafen family member 12	0.3726967	2.9727196	-2.6831469130000003
NM_014720	9748.0	SLK	STE20-like kinase (yeast)	0.37902104	1.7079054	-2.638375959
NM_139035	6594.0	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	0.4523827	2.9727196	-2.210517776
NM_003069	6594.0	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	0.4523827	2.9727196	-2.210517776
NM_003071	6596.0	SMARCA3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 3	0.33542658	1.7079054	-2.981278347
NM_139048	6596.0	SMARCA3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 3	0.33542658	1.7079054	-2.981278347
NM_014311	23583.0	SMUG1	single-strand-selective monofunctional uracil-DNA glycosylase 1	1.88614078	3.3991674	
NM_181349	57154.0	SMURF1	SMAD specific E3 ubiquitin protein ligase 1	2.09270276	3.753678	
NM_020429	57154.0	SMURF1	SMAD specific E3 ubiquitin protein ligase 1	2.09270276	3.753678	
NM_006062	10322.0	SMYD5	SMYD family member 5	2.33406742	2.9727196	
NM_003082	6617.0	SNAPC1	small nuclear RNA activating complex, polypeptide 1, 43kDa	0.4849527	4.6110465	-2.062056774
NM_007241	11267.0	SNF8	SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)	2.32386845	1.219488	
NM_004596	6626.0	SNRPA	small nuclear ribonucleoprotein polypeptide A	2.02004888	4.3199052	
NM_003091	6628.0	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1	2.24332013	1.9393426	
NM_198216	6628.0	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1	2.10495866	1.9982331000000002	
NM_022805	6638.0	SNRPN	small nuclear ribonucleoprotein polypeptide N	3.10642609	0.637618	
NM_022807	6638.0	SNRPN	small nuclear ribonucleoprotein polypeptide N	3.10642609	0.637618	
NM_022806	6638.0	SNRPN	small nuclear ribonucleoprotein polypeptide N	3.10642609	0.637618	
NM_003097	6638.0	SNRPN	small nuclear ribonucleoprotein polypeptide N	2.91551908	0.637618	
NM_022808	6638.0	SNRPN	small nuclear ribonucleoprotein polypeptide N	3.10642609	0.637618	
NM_022804	8926.0	SNURF	SNRPN upstream reading frame	3.6065498999999996	0.637618	
NM_005678	8926.0	SNURF	SNRPN upstream reading frame	2.91551908	0.637618	
NM_013323	29916.0	SNX11	sorting nexin 11	2.29599122	1.4706181	
NM_152244	29916.0	SNX11	sorting nexin 11	2.29599122	1.4706181	
NM_013346	29934.0	SNX12	sorting nexin 12	2.02163606	1.219488	
NM_014748	9784.0	SNX17	sorting nexin 17	2.31563048	2.1038158	
NM_021972	8877.0	SPHK1	sphingosine kinase 1	3.45332988	0.637618	
NM_182965	8877.0	SPHK1	sphingosine kinase 1	3.45332988	0.637618	
NM_205841	404203.0	SPINK6	serine peptidase inhibitor, Kazal type 6	7.64894142	0.637618	
NM_015326	23380.0	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2	0.3982759	3.6724242999999994	-2.510822272
NM_003132	6723.0	SRM	spermidine synthase	2.67007717	3.3991674	
NM_080725	140809.0	SRXN1	sulfiredoxin 1 homolog (S. cerevisiae)	2.38482836	0.637618	
NM_198935	26039.0	SS18L1	synovial sarcoma translocation gene on chromosome 18-like 1	0.44476361	4.3199052	-2.248385384
NM_015558	26039.0	SS18L1	synovial sarcoma translocation gene on chromosome 18-like 1	0.44476361	4.3199052	-2.248385384
NM_006396	10534.0	SSSCA1	Sjogren's syndrome/scleroderma autoantigen 1	3.57975959	0.637618	
NM_014188	29101.0	SSU72	SSU72 RNA polymerase II CTD phosphatase homolog (S. cerevisiae)	1.88519584	3.2351467	
NM_030965	81849.0	ST6GALNAC5	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	2.60885103	1.0218237	
NM_005862	10274.0	STAG1	stromal antigen 1	0.33968088	2.6012277000000004	-2.943939618
NM_006645	10809.0	STARD10	START domain containing 10	2.28087532	3.9508566	
NM_003152	6776.0	STAT5A	signal transducer and activator of transcription 5A	0.36959692	1.7079054	-2.705650253
NM_152999	261729.0	STEAP2	six transmembrane epithelial antigen of the prostate 2	0.38779564	3.3991674	-2.57867778
NM_006374	10494.0	STK25	serine/threonine kinase 25 (STE20 homolog, yeast)	2.04491847	2.4738185	
NM_144998	201254.0	STRA13	stimulated by retinoic acid 13 homolog (mouse)	3.12018774	0.637618	
NM_003765	8677.0	STX10	syntaxin 10	2.26686028	2.9727196	
NM_016086	51657.0	STYXL1	serine/threonine/tyrosine interacting-like 1	2.28216877	1.5613079	
NM_006936	6612.0	SUMO3	SMT3 suppressor of mif two 3 homolog 3 (S. cerevisiae)	1.93863156	2.4738185	
NM_001002255	387082.0	SUMO4	SMT3 suppressor of mif two 3 homolog 4 (S. cerevisiae)	1.78645796	3.797649	
NM_003168	6827.0	SUPT4H1	suppressor of Ty 4 homolog 1 (S. cerevisiae)	2.34899399	4.3199052	
NM_003174	6840.0	SVIL	supervillin	0.26786653	1.7079054	-3.7332025019999997
NM_021738	6840.0	SVIL	supervillin	0.26786653	1.7079054	-3.7332025019999997
NM_003895	8867.0	SYNJ1	synaptojanin 1	0.50535183	2.6012277000000004	-1.97881939
NM_203446	8867.0	SYNJ1	synaptojanin 1	0.50535183	2.6012277000000004	-1.97881939
NM_138567	90019.0	SYT8	synaptotagmin VIII	2.51398205	0.8369687	
NM_006284	6881.0	TAF10	TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa	3.75877328	0.637618	
NM_005643	6882.0	TAF11	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa	1.80413015	4.3199052	
NM_003186	6876.0	TAGLN	transgelin	20.13620004	0.637618	
NM_001001522	6876.0	TAGLN	transgelin	20.13620004	0.637618	
NM_003564	8407.0	TAGLN2	transgelin 2	2.86636285	3.3991674	
NM_006755	6888.0	TALDO1	transaldolase 1	1.73923986	3.2351467	
NM_134324	6895.0	TARBP2	Tar (HIV-1) RNA binding protein 2	1.8644291000000002	4.3199052	
NM_134323	6895.0	TARBP2	Tar (HIV-1) RNA binding protein 2	1.8644291000000002	4.3199052	
NM_004178	6895.0	TARBP2	Tar (HIV-1) RNA binding protein 2	1.8644291000000002	4.3199052	
NM_006024	8887.0	TAX1BP1	Tax1 (human T-cell leukemia virus type I) binding protein 1	0.37327877	1.7079054	-2.678962964
NM_014604	30851.0	TAX1BP3	Tax1 (human T-cell leukemia virus type I) binding protein 3	2.15790193	1.219488	
NM_016495	51256.0	TBC1D7	TBC1 domain family, member 7	2.49585067	2.5903232000000003	
NM_003195	6919.0	TCEA2	transcription elongation factor A (SII), 2	1.84851467	2.3206861	
NM_198723	6919.0	TCEA2	transcription elongation factor A (SII), 2	5.404624	0.0	
NM_015319	23371.0	TENC1	tensin like C1 domain containing phosphatase (tensin 2)	1.82139077	3.2351467	
NM_170754	23371.0	TENC1	tensin like C1 domain containing phosphatase (tensin 2)	1.82139077	3.2351467	
NM_198316	23371.0	TENC1	tensin like C1 domain containing phosphatase (tensin 2)	1.82139077	3.2351467	
NM_199046	374739.0	TEPP	testis/prostate/placenta-expressed protein, isoform 2	2.71381401	1.5613079	
NM_199456	374739.0	TEPP	testis/prostate/placenta-expressed protein, isoform 2	2.71381401	1.5613079	
NM_013342	29844.0	TFPT	TCF3 (E2A) fusion partner (in childhood Leukemia)	2.26890024	2.1038158	
NM_000361	7056.0	THBD	thrombomodulin	3.3810672999999993	1.9393426	
NM_012456	26519.0	TIMM10	translocase of inner mitochondrial membrane 10 homolog (yeast)	2.05851095	3.9508566	
NM_012458	26517.0	TIMM13	translocase of inner mitochondrial membrane 13 homolog (yeast)	2.32705483	4.6110465	
NM_005834	10245.0	TIMM17B	translocase of inner mitochondrial membrane 17 homolog B (yeast)	2.53851596	2.3697766	
NM_013337	29928.0	TIMM22	translocase of inner mitochondrial membrane 22 homolog (yeast)	2.05557907	2.3206861	
NM_001001563	92609.0	TIMM50	translocase of inner mitochondrial membrane 50 homolog (S. cerevisiae)	2.56025234	2.0161834	
NM_012459	26521.0	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B (yeast)	2.45234296	3.9508566	
NM_003255	7077.0	TIMP2	TIMP metallopeptidase inhibitor 2	0.40273471	2.0161834	-2.4830241230000003
NM_000362	7078.0	TIMP3	TIMP metallopeptidase inhibitor 3 (Sorsby fundus dystrophy, pseudoinflammatory)	2.45383845	0.637618	
NM_003257	7082.0	TJP1	tight junction protein 1 (zona occludens 1)	0.41053221	2.9727196	-2.4358624630000003
NM_175610	7082.0	TJP1	tight junction protein 1 (zona occludens 1)	0.41053221	2.9727196	-2.4358624630000003
NM_003264	7097.0	TLR2	toll-like receptor 2	0.29454186	1.7079054	-3.395103161
NM_020123	56889.0	TM9SF3	transmembrane 9 superfamily member 3	0.463871	3.9508566	-2.155771756
NM_018374	54664.0	TMEM106B	transmembrane protein 106B	0.23700003	1.9393426	-4.219408748999999
NM_024056	79022.0	TMEM106C	transmembrane protein 106C	2.28101476	2.4738185	
NM_003876	8834.0	TMEM11	transmembrane protein 11	2.67382033	0.637618	
NM_025124	80194.0	TMEM134	transmembrane protein 134	3.09495401	4.9341886	
NM_174926	219902.0	TMEM136	transmembrane protein 136	1.82086374	2.4738185	
NM_152834	129787.0	TMEM18	transmembrane protein 18	1.90338891	2.4738185	
NM_147156	259230.0	TMEM23	transmembrane protein 23	0.37696079	3.753678	-2.652795799
NM_001017970	161291.0	TMEM30B	transmembrane protein 30B	0.29041427	1.7079054	-3.4433569669999997
NM_018306	55287.0	TMEM40	transmembrane protein 40	3.27437762	0.8369687	
NM_144568	90809.0	TMEM55B	transmembrane protein 55B	2.52934533	0.8855806	
NM_182532	199964.0	TMEM61	transmembrane protein 61	0.44235161	2.0161834	-2.260645101
NM_001014764	83460.0	TMEM93	transmembrane protein 93	2.54673407	2.9727196	
NM_031298	83460.0	TMEM93	transmembrane protein 93	2.54673407	2.9727196	
NM_021992	11013.0	TMSL8	thymosin-like 8	2.39431697	0.637618	
NM_006291	7127.0	TNFAIP2	tumor necrosis factor, alpha-induced protein 2	1.71142976	3.2351467	
NM_148970	8718.0	TNFRSF25	tumor necrosis factor receptor superfamily, member 25	0.55568311	4.9341886	-1.799586818
NM_032945	8771.0	TNFRSF6B	tumor necrosis factor receptor superfamily, member 6b, decoy	2.50265981	0.637618	
NM_003823	8771.0	TNFRSF6B	tumor necrosis factor receptor superfamily, member 6b, decoy	11.85673454	0.0	
NM_001252	970.0	TNFSF7	tumor necrosis factor (ligand) superfamily, member 7	3.35525253	0.637618	
NM_020243	56993.0	TOMM22	translocase of outer mitochondrial membrane 22 homolog (yeast)	2.78672742	2.4738185	
NM_006809	10953.0	TOMM34	translocase of outer mitochondrial membrane 34	2.39352058	4.3199052	
NM_006114	10452.0	TOMM40	translocase of outer mitochondrial membrane 40 homolog (yeast)	2.78223689	1.3001076	
NM_003286	7150.0	TOP1	topoisomerase (DNA) I	0.36478954	2.3697766	-2.741306672
NM_005426	7159.0	TP53BP2	tumor protein p53 binding protein, 2	0.39604076	1.7079054	-2.52499263
NM_006670	7162.0	TPBG	trophoblast glycoprotein	0.37562131	2.9727196	-2.66225577
NM_001003397	7164.0	TPD52L1	tumor protein D52-like 1	1.83422518	4.6110465	
NM_001003396	7164.0	TPD52L1	tumor protein D52-like 1	1.83422518	4.6110465	
NM_003287	7164.0	TPD52L1	tumor protein D52-like 1	1.83422518	4.6110465	
NM_199360	7165.0	TPD52L2	tumor protein D52-like 2	4.42476162	0.637618	
NM_199363	7165.0	TPD52L2	tumor protein D52-like 2	4.42476162	0.637618	
